posted_on,bhk,rent,size,floor,area_type,area_locality,city,furnishing_status,tenant_preferred,bathroom,point_of_contact
2022-06-09,2,6000,660,1 out of 2,Super Area,Behala,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-09,3,35000,1675,5 out of 12,Super Area,Gachibowli,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
2022-06-09,3,35000,1100,1 out of 3,Super Area,Kalkaji Extension,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Owner
2022-06-09,2,25000,900,Ground out of 3,Carpet Area,"Nirman Vihar, Preet Vihar",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-09,2,25000,1100,2 out of 5,Carpet Area,Seshadripuram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-09,2,65000,960,16 out of 38,Carpet Area,"Dosti Ambrosia, Wadala East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-09,2,28000,850,2 out of 6,Carpet Area,"Nanja Reddy Colony, Jeevan Bima Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-09,1,6000,500,Ground out of 1,Super Area,"New Garia, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-09,2,18000,1200,3 out of 10,Carpet Area,Kodigenahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-09,3,75000,970,1 out of 3,Carpet Area,"Paras Building, Sion East",Mumbai,Furnished,Bachelors/Family,2,Contact Owner
2022-06-09,3,60000,1000,1 out of 10,Carpet Area,Malad West,Mumbai,Semi-Furnished,Bachelors,3,Contact Agent
2022-06-09,2,22000,1230,5 out of 5,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Family,2,Contact Owner
2022-06-09,1,5000,540,2 out of 3,Super Area,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-09,3,14000,840,1 out of 4,Carpet Area,Mukundapur,Kolkata,Unfurnished,Bachelors,2,Contact Owner
2022-06-09,2,11000,900,1 out of 3,Super Area,"Singasandra, Hosur Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-10,3,25000,1000,1 out of 4,Carpet Area,OU Colony-Shaikpet,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-10,4,25000,1815,2 out of 5,Super Area,Old Bowenpally,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-10,3,14000,1300,2 out of 3,Carpet Area,Rock Town Colony,Hyderabad,Unfurnished,Bachelors,3,Contact Owner
2022-06-10,2,21000,900,1 out of 2,Carpet Area,Bansdroni,Kolkata,Semi-Furnished,Bachelors,2,Contact Owner
2022-06-10,1,32000,565,1 out of 8,Super Area,"Lake Bloom, Powai",Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-10,3,10000,1500,11 out of 19,Super Area,Santoshpur,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-10,2,15000,600,Ground out of 3,Carpet Area,Kalkere,Bangalore,Unfurnished,Bachelors,2,Contact Owner
2022-06-10,3,150000,1250,6 out of 12,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-06-10,1,8000,850,Ground out of 3,Super Area,Hyderguda,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-10,2,15500,1100,3 out of 4,Super Area,"Kachiguda, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-10,2,6000,1200,Ground out of 3,Super Area,Madhyam Gram,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-10,2,9500,900,3 out of 4,Super Area,Chilakalguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-10,2,180000,1000,6 out of 10,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors,3,Contact Agent
2022-06-10,2,9500,1140,3 out of 4,Super Area,Nizampet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-10,1,4200,490,3 out of 3,Super Area,"Villivakkam, Jawaharlal Nehru Road",Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-10,3,49000,1800,19 out of 30,Super Area,Nanakram Guda,Hyderabad,Unfurnished,Bachelors,3,Contact Agent
2022-06-10,2,10000,1300,Ground out of 1,Super Area,Nagaram,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-10,1,27000,400,1 out of 7,Carpet Area,Govandi Station Road,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
2022-06-10,2,19000,850,1 out of 3,Super Area,Choolaimedu,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-10,2,8500,800,Ground out of 1,Super Area,Ambattur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-10,1,5000,450,Ground out of 1,Super Area,Thirumullaivoyal,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-10,1,5000,800,1 out of 1,Carpet Area,Kovur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-10,1,3500,500,1 out of 2,Super Area,Thirunagar,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-10,1,6000,500,2 out of 4,Super Area,Gajularamaram,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-10,2,8500,1000,2 out of 16,Carpet Area,Medipally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-10,4,13000,1200,Ground out of 2,Carpet Area,Tollygunge,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-10,2,17000,840,3 out of 5,Super Area,"Bolarum, Medchal Road",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-06-10,3,300000,1800,8 out of 12,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors,3,Contact Agent
2022-06-10,1,8000,150,2 out of 3,Super Area,B.Narayanapura,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-10,3,15723,1246,7 out of 18,Super Area,"Kelambakkam, Old Mahabalipuram Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-10,2,8500,700,Ground out of 2,Carpet Area,Nungi More,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-10,2,7000,450,Ground out of 2,Super Area,Dum Dum,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-10,3,17000,1200,1 out of 3,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-10,2,8500,700,2 out of 7,Super Area,"Tirumudivakkam, Thiruvanmiyur",Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-10,2,6000,500,11 out of 14,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-10,3,25000,1500,1 out of 2,Super Area,Arumbakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-06-10,2,9000,600,3 out of 4,Super Area,Kapra,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-10,2,12000,600,1 out of 2,Super Area,"Upparpally, Hyderabad Expressway",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-10,1,8200,500,1 out of 3,Super Area,Langar Houz,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-10,3,35000,1700,10 out of 13,Carpet Area,Thanisandra,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-06-10,2,14000,1300,Ground out of 2,Super Area,Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-10,1,6500,400,1 out of 1,Super Area,"Vivek Nagar, Garfa",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-10,3,27000,1500,2 out of 4,Carpet Area,Perungudi,Chennai,Unfurnished,Bachelors,3,Contact Agent
2022-06-10,2,12000,1000,1 out of 2,Carpet Area,"New Nagole Colony, Kothapet",Hyderabad,Unfurnished,Bachelors,2,Contact Owner
2022-06-10,2,23000,900,3 out of 5,Carpet Area,besant nagar Chennai,Chennai,Unfurnished,Bachelors,2,Contact Owner
2022-06-10,2,12500,850,Ground out of 5,Carpet Area,Prem nagar-Erragadda,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
2022-06-10,2,28000,1150,1 out of 2,Carpet Area,"Hrbr Layout Block 2, Kalyan Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Family,2,Contact Agent
2022-06-10,1,25000,350,2 out of 17,Carpet Area,Ghatla,Mumbai,Furnished,Bachelors/Family,1,Contact Owner
2022-06-10,1,9000,450,Ground out of 2,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,1,Contact Agent
2022-06-10,1,21000,225,6 out of 24,Carpet Area,Lower Parel,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-10,2,7000,400,Ground out of 2,Carpet Area,chatana,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-10,1,10000,800,1 out of 4,Carpet Area,"Paryavaran Complex, Sainik Farm",Delhi,Unfurnished,Bachelors,1,Contact Owner
2022-06-10,1,6200,400,2 out of 3,Super Area,Nagarbhavi,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-10,2,12000,1800,Ground out of 2,Super Area,"Quthbullapur, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-10,1,10000,500,1 out of 3,Super Area,"Khairatabad, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-10,3,75000,2000,1 out of 5,Carpet Area,Dhobi Ghat- Rajajinagar,Bangalore,Furnished,Bachelors,2,Contact Agent
2022-06-10,3,45000,2200,4 out of 4,Super Area,KK Nagar,Chennai,Unfurnished,Bachelors/Family,3,Contact Agent
2022-06-10,2,15000,750,1 out of 2,Carpet Area,YES YES SARAS,Chennai,Unfurnished,Bachelors,2,Contact Owner
2022-06-10,3,55000,950,2 out of 12,Carpet Area,Srishti Complex,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent
2022-06-10,2,10000,650,3 out of 5,Super Area,Vandanapuri colony,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-10,2,7500,600,1 out of 2,Super Area,Vandalur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-10,4,200000,2300,1 out of 1,Super Area,Shanti Niketan,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Owner
2022-06-10,2,12000,900,1 out of 2,Carpet Area,"Bansdroni Mauza, Krishnanagar",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-10,3,14000,1155,15 out of 19,Super Area,Old Mahabalipuram Road,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-10,3,15000,1200,1 out of 3,Carpet Area,Lake Town,Kolkata,Unfurnished,Family,2,Contact Owner
2022-06-10,1,5700,400,Ground out of 3,Super Area,Redhills,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-10,2,15000,600,1 out of 2,Super Area,"Murad Nagar, Lal Darwaza, Falaknuma Road",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-10,2,9000,740,1 out of 2,Super Area,Chitlapakkam,Chennai,Unfurnished,Family,2,Contact Owner
2022-06-11,1,7500,750,1 out of 1,Carpet Area,Bettadasanapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-11,2,7000,986,2 out of 3,Carpet Area,Pranthik Society Library Road Bhadreswar,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-11,2,16000,600,2 out of 3,Carpet Area,Nerul sector-3,Mumbai,Unfurnished,Family,1,Contact Owner
2022-06-11,2,12500,900,1 out of 3,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-11,3,25000,1700,7 out of 9,Super Area,"Urapakkam, Vandalur R.F, GST Road",Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-11,2,24000,84,1 out of 4,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2022-06-11,4,250000,2500,2 out of 8,Carpet Area,Juhu,Mumbai,Unfurnished,Bachelors/Family,4,Contact Agent
2022-06-11,3,10000,100,1 out of 4,Carpet Area,Krishna Nagar,Delhi,Furnished,Bachelors/Family,2,Contact Owner
2022-06-11,1,5500,450,1 out of 2,Carpet Area,Botanical Garden Area,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
2022-06-11,1,7000,800,1 out of 2,Carpet Area,Kumargali,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-11,3,10000,900,Ground out of 3,Carpet Area,Garia,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-11,3,25000,1132,10 out of 16,Super Area,"Korattur, Jawaharlal Nehru Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-11,3,70000,1500,1 out of 3,Carpet Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors,3,Contact Agent
2022-06-11,2,12000,900,1 out of 2,Carpet Area,"Jeevanhalli, Cox Town",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-11,3,13000,1000,1 out of 2,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-11,4,200000,4761,1 out of 35,Carpet Area,K P H B Phase 4,Hyderabad,Semi-Furnished,Bachelors,6,Contact Owner
2022-06-11,2,11000,1250,2 out of 3,Super Area,poush,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-11,2,5500,280,1 out of 3,Super Area,New Barrakpur,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-11,2,12000,1500,1 out of 2,Carpet Area,"Hayathnagar, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner
2022-06-11,3,26000,1450,4 out of 5,Super Area,Madhapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-11,4,530000,4000,3 out of 4,Carpet Area,Anand Niketan,Delhi,Semi-Furnished,Bachelors/Family,5,Contact Agent
2022-06-11,2,10000,700,Ground out of 2,Super Area,"Zamin Pallavaram, Pallavaram",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-11,2,7000,600,1 out of 4,Carpet Area,Barrackpore,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner
2022-06-11,2,12000,985,3 out of 17,Super Area,Oragadam Sriperumbudur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-11,2,20000,1100,3 out of 4,Super Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-11,2,45000,831,16 out of 22,Carpet Area,"Kaustubh Platinum, Datta Pada",Mumbai,Unfurnished,Family,2,Contact Agent
2022-06-11,1,13500,450,Ground out of 4,Carpet Area,Nagarbhavi,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
2022-06-11,2,8000,900,Ground out of 1,Super Area,"Teghoria, Baguiati",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-11,2,10000,810,Ground out of 1,Carpet Area,"Tambaram West, Tambaram, Chennai Bypass Road",Chennai,Unfurnished,Bachelors,1,Contact Owner
2022-06-11,3,25000,1650,3 out of 4,Carpet Area,Begumpet,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
2022-06-11,3,8500,800,Ground out of 2,Super Area,Near DumDum Metro,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-11,2,8500,1000,Ground out of 1,Carpet Area,South Baksara,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-11,1,23000,450,6 out of 12,Carpet Area,"Dheeraj Hill View Tower, Thakur Village, Kandivali East",Mumbai,Furnished,Bachelors/Family,1,Contact Agent
2022-06-11,1,16000,250,4 out of 10,Carpet Area,Charkop,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-12,2,15000,1130,Ground out of 4,Super Area,whitefield,Bangalore,Unfurnished,Family,2,Contact Owner
2022-06-12,2,70000,1325,12 out of 16,Carpet Area,Koramangala Block 1,Bangalore,Semi-Furnished,Family,2,Contact Agent
2022-06-12,2,12100,700,3 out of 4,Carpet Area,Shadipur,Delhi,Unfurnished,Bachelors,1,Contact Agent
2022-06-12,1,52000,470,6 out of 7,Carpet Area,"Godrej The Trees, Vikhroli East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-12,2,19000,894,3 out of 4,Carpet Area,Amrutahalli,Bangalore,Unfurnished,Bachelors,2,Contact Owner
2022-06-12,3,15000,900,1,Super Area,"Malakpet, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-12,2,24000,900,2 out of 5,Carpet Area,Koramangala,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-12,1,8000,450,2 out of 3,Carpet Area,Channasandra,Bangalore,Unfurnished,Bachelors,1,Contact Owner
2022-06-12,1,21000,100,Ground out of 1,Super Area,Chittaranjan Park,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-06-12,2,100000,750,Ground out of 6,Super Area,Peddar Road,Mumbai,Furnished,Bachelors/Family,2,Contact Owner
2022-06-12,3,32000,1300,2 out of 4,Super Area,"Hrbr Layout, Kalyan Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-12,1,49000,620,2 out of 3,Super Area,"Sai Palace Apartment, Vile Parle West",Mumbai,Furnished,Bachelors/Family,1,Contact Owner
2022-06-12,2,57000,800,6 out of 7,Carpet Area,Chembur,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-06-12,1,6000,650,2 out of 6,Super Area,Banashankari,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-12,2,7000,450,Ground out of 4,Carpet Area,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-12,2,55000,955,8 out of 22,Carpet Area,"MJ Shah Centrio, Chembur",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-06-12,3,110000,1500,6 out of 16,Carpet Area,Hebbal,Bangalore,Furnished,Bachelors/Family,3,Contact Agent
2022-06-12,5,300000,3000,2 out of 22,Carpet Area,Chandivali,Mumbai,Furnished,Bachelors/Family,5,Contact Agent
2022-06-12,3,42000,1450,2 out of 4,Carpet Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2022-06-12,2,22000,100,1 out of 2,Super Area,Kalkaji,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-12,2,10000,600,4 out of 5,Super Area,Akshayanagar,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-06-12,1,14000,100,3 out of 3,Super Area,Chittaranjan Park,Delhi,Furnished,Bachelors/Family,1,Contact Agent
2022-06-12,2,7000,1200,1 out of 3,Super Area,Konnagar,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-12,3,100000,1250,6 out of 18,Carpet Area,"Panch Ritu, Chandivali",Mumbai,Furnished,Bachelors/Family,3,Contact Agent
2022-06-12,1,26000,475,8 out of 20,Carpet Area,"Dreams Complex, Bhandup West",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-06-12,2,25000,750,4 out of 5,Carpet Area,Koramangala,Bangalore,Unfurnished,Bachelors/Family,2,Contact Agent
2022-06-12,2,15000,900,Ground out of 1,Super Area,"Park Circus, Ballygunge",Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-12,2,65000,925,10 out of 22,Carpet Area,"MJ Shah Centrio, Chembur",Mumbai,Furnished,Bachelors/Family,3,Contact Agent
2022-06-12,2,22000,550,2 out of 7,Carpet Area,"Salasar Garden, Beverly Park",Mumbai,Furnished,Family,2,Contact Agent
2022-06-12,3,10000,80,3 out of 3,Carpet Area,Pudupakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-12,1,26000,450,6 out of 10,Carpet Area,Goregaon West,Mumbai,Unfurnished,Bachelors,2,Contact Agent
2022-06-12,2,18000,1190,3 out of 4,Carpet Area,Basava Nagar,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner
2022-06-12,2,20000,900,7 out of 7,Super Area,Mira Road,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-12,1,5000,500,2 out of 3,Super Area,Guttahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-12,2,55000,650,8 out of 16,Carpet Area,Andheri West,Mumbai,Furnished,Bachelors,2,Contact Agent
2022-06-12,2,21000,1100,2 out of 5,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-12,2,14000,560,1 out of 2,Carpet Area,Medavakkam,Chennai,Semi-Furnished,Family,2,Contact Owner
2022-06-12,2,15000,1050,2 out of 2,Carpet Area,"Mcechs Layout, Jakkuru",Bangalore,Semi-Furnished,Family,2,Contact Owner
2022-06-12,1,4700,250,1 out of 2,Super Area,Kaikhali,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
2022-06-12,2,55000,649,4 out of 22,Carpet Area,"Promenade At The Address, Ghatkopar West",Mumbai,Semi-Furnished,Bachelors,2,Contact Agent
2022-06-12,3,16500,1850,1 out of 1,Super Area,"Nemilichery, Chromepet",Chennai,Unfurnished,Bachelors,3,Contact Owner
2022-06-12,2,56000,649,5 out of 22,Carpet Area,"Promenade At The Address, Ghatkopar West",Mumbai,Semi-Furnished,Bachelors,2,Contact Agent
2022-06-12,1,25000,430,7 out of 21,Carpet Area,"Godrej Tranquil, Kandivali East",Mumbai,Unfurnished,Family,2,Contact Agent
2022-06-12,1,27000,400,6 out of 10,Carpet Area,Goregaon West,Mumbai,Unfurnished,Bachelors,2,Contact Agent
2022-06-12,2,9500,103,2 out of 4,Super Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-12,1,17500,480,1 out of 2,Carpet Area,Rabindra Sarovar Metro,Kolkata,Furnished,Bachelors,2,Contact Owner
2022-06-12,1,70000,800,1 out of 3,Carpet Area,Nagarabhavi BDA complex,Bangalore,Unfurnished,Bachelors,1,Contact Owner
2022-06-12,3,51500,1265,10 out of 28,Carpet Area,"Ambrosia Apartment, Borivali East",Mumbai,Unfurnished,Family,3,Contact Agent
2022-06-12,3,55000,1788,Ground out of 1,Carpet Area,Koramangala Block 4,Bangalore,Semi-Furnished,Family,3,Contact Agent
2022-06-12,1,25000,500,2 out of 8,Super Area,Ghatkopar West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-12,4,230000,3700,5 out of 20,Carpet Area,"Lake Superior, Powai",Mumbai,Furnished,Bachelors/Family,4,Contact Agent
2022-06-12,3,8000,700,Ground out of 3,Carpet Area,"Halisahar Station Road, Kanchrapara",Kolkata,Unfurnished,Family,2,Contact Owner
2022-06-12,3,70000,1000,15 out of 20,Carpet Area,Chandivali,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-12,2,100000,750,14 out of 27,Carpet Area,"Hiranandani Atlantis, Hiranandani Gardens",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-12,2,45000,490,2 out of 3,Carpet Area,Gandhi Market,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2022-06-12,3,100000,2750,5 out of 9,Carpet Area,Prestige Acropolis,Bangalore,Semi-Furnished,Bachelors,4,Contact Agent
2022-06-12,3,36000,892,2 out of 4,Carpet Area,Gautam Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-12,2,40000,575,4 out of 7,Carpet Area,"Sunglow, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-12,2,50000,650,Ground out of 3,Carpet Area,Mahim West,Mumbai,Furnished,Bachelors,3,Contact Agent
2022-06-12,2,14000,600,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,2,Contact Agent
2022-06-12,1,13000,410,2 out of 7,Carpet Area,Mira Road East,Mumbai,Unfurnished,Family,1,Contact Agent
2022-06-12,2,16000,1155,3 out of 4,Super Area,K R Puram,Bangalore,Semi-Furnished,Family,2,Contact Owner
2022-06-12,4,90000,2000,Ground out of 4,Carpet Area,Vasant Kunj,Delhi,Unfurnished,Bachelors,4,Contact Agent
2022-06-12,3,10000,1750,1 out of 1,Super Area,Kuthanur,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner
2022-06-12,2,12000,1000,2 out of 4,Super Area,Ram nagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
